Employee_ID,Employee_Name,Job_Title,Hire_Date,Salary,Work_Location,Employment_Status
27322,Arjun,Content Writer,20-11-2009,114550,Ahmedabad,Resigned
27324,Farhan,Content Writer,06-04-2001,43604,Gurgaon,Probation
27325,Ritu,Operations Manager,14-08-2019,87669,Noida,Part-Time
27326,Rohan,Quality Assurance Engineer,23-12-2006,127710,Indore,Internship
27327,Farhan,HR Manager,25-03-2014,246100,Chandigarh,Terminated
27328,Karan,Sales Manager,07-11-2015,39452,Chandigarh,Resigned
27329,Swati,Cloud Engineer,15-07-2001,249443,Dubai,Freelance
27330,Sneha,HR Manager,18-12-2008,134848,Nagpur,On Leave
27331,Karan,Technical Architect,14-09-2025,274777,Coimbatore,Resigned
27334,Manoj,Cloud Engineer,30-03-2001,45284,Chennai,Probation
27336,Farhan,Recruiter,19-08-2012,183462,New York,Internship
27337,Nisha,Customer Support Specialist,17-06-2004,232867,Toronto,Probation
27339,Vivek,Cloud Engineer,27-02-2011,100735,Ahmedabad,Resigned
27340,Harsh,Data Analyst,17-02-2018,219963,Berlin,Terminated
27341,Meena,Product Manager,26-04-2017,103295,Berlin,Freelance
27342,Seema,Financial Analyst,10-07-2013,268317,Pune,Terminated
27344,Varun,Sales Manager,12-01-2024,49397,London,Freelance
27346,Priya,Operations Manager,19-12-2000,285940,Gurgaon,Terminated
27347,Manoj,IT Support,28-08-2025,275307,Paris,Contract
27348,Deepak,Research Scientist,26-04-2008,218093,Hyderabad,Retired
27349,Komal,Data Analyst,04-05-2005,249813,Hyderabad,Terminated
27350,Priya,Quality Assurance Engineer,13-11-2008,245916,San Francisco,Full-Time
27352,Meena,Chief Financial Officer (CFO),14-01-2006,240714,Paris,On Leave
27353,Pallavi,Legal Advisor,26-12-2001,298082,Ahmedabad,Resigned
27354,Shreya,HR Manager,27-12-2004,124079,Dubai,Terminated
27355,Tina,Technical Architect,30-10-2021,154242,Singapore,On Leave
27359,Varun,Cloud Engineer,05-06-2025,102040,Lucknow,On Leave
27360,Rahul,Marketing Executive,10-08-2010,258400,San Francisco,Full-Time
27361,Lokesh,System Administrator,15-01-2023,48884,Noida,Internship
27364,Sunil,Graphic Designer,12-10-2020,266643,Singapore,On Leave
27365,Ajay,Accountant,16-03-2018,141228,Ahmedabad,Full-Time
27366,Divya,Accountant,03-08-2003,294093,London,Probation
27368,Sanjay,Content Writer,03-02-2005,59393,Dubai,Terminated
27371,Sneha,Recruiter,16-09-2022,27340,Noida,Resigned
27372,Mohit,Accountant,28-07-2000,60404,New York,Part-Time
27373,Pallavi,Customer Support Specialist,01-01-2016,214547,Nagpur,Contract
27374,Meena,Machine Learning Engineer,24-09-2007,141743,London,Resigned
27375,Karan,Research Scientist,16-10-2021,279614,Thiruvananthapuram,On Leave
27376,Meena,Cloud Engineer,21-11-2013,124304,London,Part-Time
27377,Jyoti,Chief Executive Officer (CEO),21-10-2006,247679,Delhi,Retired
27380,Ritu,Recruiter,13-11-2016,122735,Lucknow,Terminated
27381,Shreya,Data Analyst,27-08-2006,177056,Thiruvananthapuram,Terminated
27382,Nisha,Content Writer,25-08-2021,57472,Pune,Part-Time
27384,Amit,Financial Analyst,12-12-2010,268493,Coimbatore,Contract
27385,Pooja,IT Support,27-06-2016,86181,Mumbai,Resigned
27386,Varun,Marketing Executive,23-06-2023,157136,Indore,Freelance
27387,Deepak,Data Analyst,16-04-2005,215968,Gurgaon,Terminated
27389,Alok,Chief Financial Officer (CFO),27-10-2022,25180,Indore,Contract
27390,Pooja,Product Manager,30-06-2008,142205,Chennai,Internship
27391,Maya,Intern,12-08-2015,205905,Berlin,Contract
27392,Nitin,Team Lead,01-08-2010,208212,Dubai,Contract
27393,Ishita,Technical Architect,07-08-2000,233795,Chennai,Part-Time
27394,Rahul,UI/UX Designer,18-08-2000,180416,New York,Internship
27395,Rekha,Operations Manager,13-03-2019,275004,Delhi,Resigned
27396,Pallavi,IT Support,09-04-2013,260241,Delhi,Internship
27397,Sneha,Project Coordinator,15-01-2014,270088,Sydney,Full-Time
27398,Gaurav,IT Support,01-12-2013,232158,Toronto,Resigned
27399,Ishita,Legal Advisor,19-01-2002,226043,San Francisco,Part-Time
27400,Ajay,Legal Advisor,29-06-2016,227068,Jaipur,Retired
27401,Sneha,Cloud Engineer,03-08-2010,251205,Tokyo,Terminated
27402,Priya,Business Analyst,19-02-2019,93018,Kolkata,Resigned
27403,Neha,Sales Manager,31-03-2007,73773,London,Probation
27405,Ishita,Research Scientist,26-12-2021,54912,London,On Leave
27408,Pankaj,Financial Analyst,14-01-2014,49534,Tokyo,Probation
27409,Sneha,Content Writer,21-12-2013,199497,Pune,Terminated
27410,Rekha,Research Scientist,31-10-2025,145254,Thiruvananthapuram,Full-Time
27411,Rahul,Project Coordinator,31-05-2009,54561,Mumbai,Resigned
27412,Rohan,IT Support,23-08-2004,279577,Coimbatore,Probation
27413,Rohan,DevOps Engineer,30-05-2023,44987,Chennai,Retired
27414,Rahul,Graphic Designer,08-07-2023,107561,Jaipur,Probation
27415,Shreya,Chief Technology Officer (CTO),29-09-2023,262617,Chandigarh,Part-Time
27416,Pallavi,IT Support,03-09-2019,130334,Noida,On Leave
27418,Deepak,Content Writer,05-07-2018,183891,Noida,Retired
27419,Ritu,Sales Manager,12-07-2025,285349,Nagpur,Freelance
27420,Varun,Product Manager,30-07-2008,117316,Toronto,Probation
27421,Ajay,Graphic Designer,20-09-2006,165394,Chennai,Part-Time
27422,Divya,Data Analyst,19-02-2000,191195,Dubai,Resigned
27423,Rekha,Cloud Engineer,30-10-2003,240452,London,Freelance
27425,Anjali,Business Analyst,22-02-2008,135457,Berlin,Probation
27426,Mohit,Project Coordinator,09-09-2004,146488,Chennai,Part-Time
27427,Divya,UI/UX Designer,05-10-2018,241516,Jaipur,Part-Time
27428,Alok,Financial Analyst,26-05-2008,124689,Jaipur,Freelance
27429,Priya,System Administrator,23-06-2023,121372,Coimbatore,Probation
27430,Gaurav,Operations Manager,28-11-2009,224589,Toronto,On Leave
27431,Deepak,Technical Architect,07-02-2014,58713,Ahmedabad,Terminated
27432,Alok,HR Manager,14-09-2020,145973,Ahmedabad,Probation
27433,Amit,Accountant,29-03-2015,243361,Hyderabad,Internship
27434,Sneha,Customer Support Specialist,25-01-2010,286969,Singapore,Internship
27435,Anjali,Financial Analyst,24-01-2024,163809,Indore,Probation
27437,Gaurav,Technical Architect,09-10-2000,20077,San Francisco,Part-Time
27438,Sonali,Software Engineer,05-03-2017,168361,Dubai,Internship
27439,Sanjay,IT Support,26-07-2015,85025,Thiruvananthapuram,On Leave
27440,Raj,Software Engineer,16-04-2019,272386,Coimbatore,Internship
27442,Pankaj,Research Scientist,17-02-2018,253056,Delhi,Internship
27443,Jyoti,Project Coordinator,29-03-2007,155938,Chennai,Contract
27444,Neha,Recruiter,27-09-2024,270324,Ahmedabad,Full-Time
27446,Maya,Financial Analyst,07-03-2012,292261,Noida,Retired
27447,Chirag,Cloud Engineer,28-11-2011,39858,Sydney,Terminated
27449,Tina,Quality Assurance Engineer,26-06-2004,276142,Delhi,Freelance
27450,Raj,Customer Support Specialist,28-06-2018,203345,Tokyo,Internship
27451,Jyoti,Customer Support Specialist,02-07-2010,141695,Hyderabad,Internship
27452,Anita,Graphic Designer,07-04-2009,16181,Singapore,On Leave
27453,Farhan,DevOps Engineer,06-06-2020,240107,Gurgaon,Resigned
27454,Manoj,Chief Executive Officer (CEO),24-05-2008,63165,Bengaluru,Retired
27455,Komal,IT Support,04-12-2018,87824,Noida,Part-Time
27456,Ishita,Cloud Engineer,05-08-2013,82461,Lucknow,Full-Time
27457,Amit,Quality Assurance Engineer,23-04-2015,34754,Sydney,Resigned
27459,Rohan,Machine Learning Engineer,14-06-2001,89408,Chandigarh,Terminated
27460,Nitin,Intern,07-11-2024,172597,Hyderabad,Internship
27461,Pankaj,Sales Manager,10-06-2020,115635,Indore,Part-Time
27462,Ishita,DevOps Engineer,01-06-2024,131049,Hyderabad,Freelance
27464,Pallavi,UI/UX Designer,26-10-2011,149059,Chennai,Probation
27467,Suresh,UI/UX Designer,15-12-2002,197230,Sydney,Contract
27468,Farhan,Machine Learning Engineer,18-03-2022,58019,Pune,Part-Time
27470,Amit,Business Analyst,11-02-2017,163522,Kolkata,Probation
27471,Ajay,IT Support,28-12-2009,20338,Kolkata,Retired
27472,Harsh,Operations Manager,16-03-2011,293617,San Francisco,Resigned
27473,Farhan,DevOps Engineer,24-03-2017,181873,Noida,Resigned
27474,Manoj,Chief Financial Officer (CFO),21-02-2000,163322,Nagpur,Terminated
27475,Anita,Cloud Engineer,10-02-2025,146211,London,Full-Time
27476,Nitin,Business Analyst,15-08-2014,55158,Jaipur,On Leave
27477,Sunil,Research Scientist,23-07-2000,242450,Singapore,Freelance
27478,Manoj,Project Coordinator,19-12-2000,98698,Tokyo,Part-Time
27479,Sakshi,Chief Technology Officer (CTO),26-01-2002,226022,Ahmedabad,Part-Time
27480,Ritu,Cloud Engineer,18-03-2003,220129,Pune,Part-Time
27481,Amit,Legal Advisor,08-01-2015,18555,Dubai,Full-Time
27482,Meena,Cloud Engineer,22-07-2024,227964,San Francisco,Full-Time
27483,Sunil,Marketing Executive,17-12-2000,108728,San Francisco,Probation
27484,Arjun,Content Writer,08-01-2021,147406,Nagpur,Full-Time
27486,Tina,Software Engineer,24-05-2016,189926,Dubai,Part-Time
27487,Ravi,Sales Manager,20-11-2009,189697,Sydney,Probation
27489,Varun,Data Analyst,09-11-2019,141642,Bengaluru,Terminated
27490,Amit,Operations Manager,29-01-2020,298733,Kolkata,Retired
27491,Sunil,Graphic Designer,21-08-2024,145154,Sydney,Retired
27492,Farhan,Research Scientist,01-07-2011,124302,Bengaluru,On Leave
27493,Varun,Cloud Engineer,09-12-2016,224879,San Francisco,Freelance
27494,Ritu,Research Scientist,03-04-2003,229338,Pune,On Leave
27496,Sneha,Customer Support Specialist,01-11-2016,262982,Thiruvananthapuram,Internship
27497,Vivek,Financial Analyst,27-05-2021,114631,Toronto,Freelance
27498,Raj,Project Coordinator,08-07-2025,58025,Chandigarh,Contract
27499,Nisha,Business Analyst,04-11-2005,156972,New York,Retired
27500,Divya,Sales Manager,09-11-2006,256034,Chandigarh,Full-Time
27501,Raj,Business Analyst,20-03-2007,56713,London,Resigned
27502,Rahul,Sales Manager,10-04-2014,291257,Bengaluru,Terminated
27503,Chirag,Technical Architect,12-04-2014,54503,Jaipur,Internship
27505,Nitin,Software Engineer,13-03-2001,125701,Berlin,Contract
27506,Komal,Data Analyst,15-04-2014,15600,New York,Resigned
27508,Akash,Sales Manager,18-05-2003,208716,Delhi,Freelance
27509,Maya,Graphic Designer,15-10-2006,152841,Pune,On Leave
27510,Shreya,Legal Advisor,20-05-2014,155138,Noida,Retired
27512,Shreya,Graphic Designer,10-09-2020,257847,Noida,Full-Time
27513,Rekha,Customer Support Specialist,17-07-2010,188387,Lucknow,Probation
27514,Lokesh,Project Coordinator,15-08-2025,159311,Ahmedabad,Full-Time
27515,Shreya,Customer Support Specialist,25-07-2011,201009,Nagpur,Resigned
27516,Kavita,Chief Financial Officer (CFO),09-01-2017,51688,Sydney,Internship
27517,Rekha,System Administrator,02-09-2015,111452,London,Full-Time
27518,Divya,Accountant,15-01-2010,30115,Tokyo,On Leave
27519,Anjali,Chief Financial Officer (CFO),09-02-2008,34535,Noida,On Leave
27520,Anita,Cloud Engineer,04-06-2016,92216,Pune,Probation
27522,Seema,Project Coordinator,12-06-2012,123150,Thiruvananthapuram,Freelance
27523,Divya,Marketing Executive,12-04-2012,86193,New York,Resigned
27524,Chirag,Product Manager,29-10-2011,261515,Chennai,Retired
27525,Komal,Software Engineer,21-10-2024,299101,Mumbai,Part-Time
27527,Sanjay,Recruiter,05-05-2001,134415,Paris,On Leave
27528,Varun,Intern,09-09-2015,88113,Singapore,Resigned
27529,Sneha,Operations Manager,27-04-2024,147133,San Francisco,Retired
27531,Alok,Operations Manager,03-05-2002,299748,Thiruvananthapuram,Terminated
27532,Sanjay,Cloud Engineer,19-04-2021,63724,Mumbai,On Leave
27533,Pankaj,Team Lead,11-10-2009,276233,Hyderabad,Resigned
27534,Tina,Sales Manager,05-02-2006,192686,Gurgaon,Freelance
27535,Ritu,Customer Support Specialist,19-01-2024,148822,Indore,Resigned
27538,Divya,Sales Manager,24-07-2012,112157,Kolkata,On Leave
27539,Varun,Graphic Designer,11-09-2020,80663,Dubai,Part-Time
27540,Neha,Data Analyst,05-12-2016,274182,Nagpur,Retired
27541,Pallavi,Financial Analyst,12-03-2017,230957,Kolkata,Contract
27542,Rahul,Project Coordinator,21-06-2015,76009,Berlin,Internship
27543,Anita,Team Lead,14-06-2014,80074,Gurgaon,Full-Time
27544,Karan,Software Engineer,22-07-2022,97800,Indore,Probation
27545,Lokesh,Operations Manager,09-01-2015,105886,Chandigarh,Resigned
27546,Deepak,Operations Manager,13-03-2025,35889,Gurgaon,Internship
27548,Pankaj,Product Manager,08-04-2025,200451,Bengaluru,Resigned
27549,Manoj,Team Lead,18-07-2010,68293,Berlin,Retired
27550,Nitin,Quality Assurance Engineer,04-06-2013,194105,Chennai,Part-Time
27552,Rakesh,Machine Learning Engineer,18-05-2004,252744,Bengaluru,Full-Time
27553,Tina,Team Lead,03-01-2019,284236,London,On Leave
27554,Suresh,Business Analyst,16-11-2018,208186,New York,Retired
27555,Rekha,Legal Advisor,18-01-2003,81427,Singapore,Terminated
27556,Sonali,Technical Architect,03-08-2009,256223,Hyderabad,Contract
27557,Sonali,Marketing Executive,04-12-2000,56866,Berlin,Internship
27558,Shreya,Content Writer,29-03-2015,92348,Bengaluru,Resigned
27559,Alok,Cloud Engineer,19-09-2004,163262,Nagpur,Freelance
27560,Chirag,IT Support,13-06-2012,232833,London,On Leave
27561,Amit,System Administrator,24-02-2019,140350,Indore,Internship
27562,Anita,IT Support,06-06-2020,256908,Chennai,Part-Time
27563,Ajay,Financial Analyst,30-10-2006,220759,Paris,Retired
27565,Meena,Operations Manager,23-07-2000,49057,Gurgaon,Contract
27566,Sanjay,Intern,05-07-2013,86794,Delhi,Resigned
27567,Chirag,Sales Manager,05-04-2012,211755,Lucknow,Probation
27568,Vikas,Project Coordinator,23-03-2008,30121,Thiruvananthapuram,Retired
27569,Ajay,Data Analyst,16-12-2011,236538,Coimbatore,Terminated
27571,Alok,Graphic Designer,07-12-2017,181705,Nagpur,Part-Time
27572,Nitin,DevOps Engineer,27-07-2001,204025,Chandigarh,Internship
27575,Jyoti,Technical Architect,05-08-2013,79684,Berlin,Full-Time
27576,Varun,Recruiter,08-01-2005,111717,Hyderabad,Internship
27577,Rakesh,Content Writer,27-12-2019,167586,Ahmedabad,Terminated
27578,Meena,Technical Architect,08-11-2017,172472,Berlin,Part-Time
27579,Mohit,Marketing Executive,06-09-2019,234218,Paris,Contract
27580,Ritu,Software Engineer,26-06-2011,183908,Berlin,Probation
27581,Nisha,Software Engineer,19-02-2003,233352,San Francisco,Contract
27582,Seema,Cloud Engineer,18-06-2016,28181,Bengaluru,Full-Time
27583,Priya,Software Engineer,19-04-2006,235538,Paris,Freelance
27584,Lokesh,UI/UX Designer,11-06-2019,191652,Chandigarh,Internship
27586,Rekha,Operations Manager,20-04-2020,64693,Sydney,Contract
27588,Pankaj,Technical Architect,27-06-2008,64530,Sydney,Contract
27589,Rohan,Technical Architect,04-03-2015,77863,New York,Terminated
27590,Shreya,Chief Executive Officer (CEO),09-06-2008,222897,Ahmedabad,On Leave
27591,Divya,Software Engineer,07-06-2013,25765,Berlin,On Leave
27592,Akash,Quality Assurance Engineer,29-03-2006,291771,Gurgaon,Probation
27593,Ritu,Data Analyst,01-08-2018,259315,Delhi,Retired
27594,Divya,Quality Assurance Engineer,26-02-2001,71126,Chennai,Resigned
27595,Nisha,Chief Financial Officer (CFO),27-04-2003,117242,Jaipur,Terminated
27596,Suresh,Cloud Engineer,09-03-2013,291116,Gurgaon,On Leave
27597,Nitin,Intern,08-10-2006,78214,Chennai,Terminated
27599,Sunil,Research Scientist,05-12-2017,93265,Pune,Terminated
27600,Jyoti,Software Engineer,09-11-2000,33288,Gurgaon,Part-Time
27601,Nisha,Product Manager,21-12-2002,218917,Delhi,Resigned
27602,Gaurav,Sales Manager,25-09-2020,297594,Sydney,Full-Time
27603,Sunil,Research Scientist,16-05-2006,150748,Berlin,Contract
27604,Mohit,Business Analyst,27-05-2024,22659,Noida,Terminated
27605,Swati,HR Manager,06-07-2023,180413,New York,Internship
27606,Anjali,Research Scientist,26-03-2002,282701,Dubai,Internship
27607,Priya,UI/UX Designer,11-09-2001,23361,Paris,Part-Time
27608,Rahul,Chief Technology Officer (CTO),30-10-2004,284874,Thiruvananthapuram,On Leave
27609,Sunil,UI/UX Designer,23-08-2002,137088,Chandigarh,Resigned
27611,Priya,Accountant,24-10-2017,293071,Mumbai,Terminated
27612,Alok,Sales Manager,06-01-2019,199248,Noida,On Leave
27614,Komal,Machine Learning Engineer,01-02-2013,157627,Coimbatore,Internship
27616,Priya,Operations Manager,20-08-2022,212966,London,Full-Time
27618,Raj,Chief Financial Officer (CFO),26-08-2024,220310,Kolkata,Retired
27619,Harsh,System Administrator,15-01-2006,286030,Coimbatore,Retired
27620,Pankaj,UI/UX Designer,23-09-2024,204740,Indore,Freelance
27623,Mohit,HR Manager,14-07-2010,30370,Kolkata,Full-Time
27625,Ravi,Accountant,06-08-2013,160514,Kolkata,Contract
27626,Gaurav,Intern,25-12-2014,281287,New York,Internship
27628,Arjun,Customer Support Specialist,16-07-2019,122287,Mumbai,Contract
27629,Suresh,Quality Assurance Engineer,14-05-2017,93997,London,Retired
27630,Pankaj,Product Manager,02-02-2011,20411,Ahmedabad,Full-Time
27632,Ravi,UI/UX Designer,02-12-2018,276773,Mumbai,Full-Time
27633,Sanjay,Team Lead,02-09-2011,263472,Berlin,Contract
27634,Rekha,Content Writer,06-02-2000,96249,Indore,Terminated
27637,Gaurav,Quality Assurance Engineer,17-04-2021,156582,Indore,Internship
27638,Manoj,Business Analyst,24-05-2015,283295,New York,Internship
27639,Jyoti,Intern,17-02-2022,27255,Lucknow,Retired
27640,Pooja,Product Manager,12-12-2011,207421,Dubai,Probation
27641,Anita,Chief Executive Officer (CEO),08-01-2022,32876,Kolkata,Retired
27642,Rakesh,Financial Analyst,07-12-2025,74832,Noida,Part-Time
27644,Nisha,Business Analyst,03-02-2013,104661,Gurgaon,Retired
27645,Rekha,Project Coordinator,15-12-2025,195935,Pune,Resigned
27646,Anjali,Graphic Designer,10-04-2021,104127,Delhi,Resigned
27648,Nisha,Technical Architect,04-06-2000,264861,Dubai,On Leave
27649,Chirag,Product Manager,23-01-2017,297169,Jaipur,Probation
27650,Deepak,Chief Technology Officer (CTO),11-04-2004,145874,Mumbai,Freelance
27651,Mohit,Financial Analyst,13-02-2019,80310,Thiruvananthapuram,Terminated
27652,Meena,Product Manager,03-08-2003,224191,Noida,Freelance
27653,Anita,Product Manager,24-06-2023,137050,Delhi,Resigned
27654,Nitin,Financial Analyst,18-09-2002,263029,Mumbai,Contract
27655,Rakesh,Content Writer,10-02-2006,57359,Berlin,Part-Time
27656,Chirag,Quality Assurance Engineer,26-07-2018,24865,New York,Part-Time
27657,Harsh,Research Scientist,01-05-2019,138182,Jaipur,Internship
27658,Ajay,DevOps Engineer,05-10-2016,212852,London,Freelance
27659,Alok,System Administrator,09-11-2015,130807,Gurgaon,Contract
27660,Neha,Operations Manager,11-04-2024,57289,Toronto,Retired
27661,Seema,Project Coordinator,12-05-2020,109667,Noida,Probation
27662,Meena,Chief Financial Officer (CFO),18-03-2021,88218,Chandigarh,Probation
27664,Tina,Software Engineer,28-06-2002,252463,Chandigarh,On Leave
27665,Farhan,DevOps Engineer,19-09-2005,281347,Jaipur,Terminated
27666,Deepak,Financial Analyst,03-11-2007,186777,Nagpur,Internship
27667,Pankaj,Customer Support Specialist,12-07-2014,293229,Toronto,Internship
27669,Varun,Customer Support Specialist,02-01-2005,239890,Coimbatore,Freelance
27670,Swati,Chief Executive Officer (CEO),18-09-2011,26601,San Francisco,Full-Time
27672,Pankaj,IT Support,30-03-2025,262378,Indore,Freelance
27673,Anjali,Chief Financial Officer (CFO),30-05-2016,183324,Chandigarh,Contract
27675,Chirag,HR Manager,28-08-2021,200950,Paris,Part-Time
27676,Rohan,Recruiter,03-02-2016,258146,Coimbatore,Freelance
27678,Tina,IT Support,16-02-2019,210535,Noida,Contract
27679,Arjun,Intern,26-10-2010,271406,Chandigarh,Terminated
27680,Priya,IT Support,08-08-2006,227645,New York,On Leave
27681,Ritu,Legal Advisor,21-01-2020,252821,Lucknow,Full-Time
27682,Sonali,Chief Executive Officer (CEO),28-09-2019,161387,Thiruvananthapuram,Resigned
27684,Ishita,DevOps Engineer,17-06-2000,244240,Chennai,Retired
27685,Karan,UI/UX Designer,12-12-2001,100497,Dubai,Full-Time
27686,Amit,UI/UX Designer,10-09-2014,269664,Chennai,Full-Time
27687,Vikas,Quality Assurance Engineer,20-01-2019,163470,San Francisco,Freelance
27688,Vivek,UI/UX Designer,22-01-2014,265337,Thiruvananthapuram,Probation
27689,Arjun,Software Engineer,14-11-2011,242355,Coimbatore,Part-Time
27690,Nitin,Recruiter,01-11-2019,145877,Nagpur,Freelance
27692,Vikas,Operations Manager,19-02-2007,58652,Paris,Full-Time
27693,Pallavi,HR Manager,11-11-2006,226257,Mumbai,On Leave
27695,Sneha,Cloud Engineer,08-02-2020,114222,Ahmedabad,Freelance
27698,Suresh,Sales Manager,27-06-2006,43095,Mumbai,Terminated
27700,Manoj,Cloud Engineer,20-04-2015,200176,Lucknow,Contract
27701,Rohan,UI/UX Designer,04-04-2000,29176,Dubai,Freelance
27702,Suresh,UI/UX Designer,18-12-2018,81964,Singapore,Full-Time
27703,Jyoti,UI/UX Designer,26-07-2021,253395,Indore,Retired
27704,Komal,Technical Architect,09-05-2020,115485,Lucknow,Resigned
27705,Anita,Project Coordinator,16-02-2019,165439,Chandigarh,On Leave
27707,Deepak,Recruiter,30-06-2005,88841,Berlin,Probation
27708,Nitin,Financial Analyst,02-06-2024,250128,Hyderabad,Terminated
27709,Divya,Chief Executive Officer (CEO),17-10-2012,297434,Pune,Part-Time
27710,Tina,Product Manager,01-07-2017,128079,Noida,Part-Time
27713,Nitin,Data Analyst,18-08-2004,68457,Noida,Contract
27716,Kavita,Chief Financial Officer (CFO),12-11-2001,146022,Ahmedabad,Retired
27717,Vikas,Product Manager,16-08-2013,101476,Ahmedabad,Terminated
27718,Shreya,Content Writer,11-05-2013,289382,San Francisco,Contract
27720,Vivek,Financial Analyst,28-01-2019,182271,Paris,Internship
27721,Alok,Product Manager,19-08-2018,85641,Tokyo,Full-Time
27722,Karan,Data Analyst,15-08-2001,134946,Thiruvananthapuram,Freelance
27723,Sakshi,Financial Analyst,10-09-2018,195743,Delhi,Freelance
27726,Deepak,Technical Architect,11-02-2002,187899,Nagpur,On Leave
27729,Divya,Legal Advisor,05-09-2000,90399,Gurgaon,Part-Time
27730,Jyoti,Machine Learning Engineer,03-02-2022,20479,London,Internship
27733,Vivek,Quality Assurance Engineer,18-12-2020,232180,Hyderabad,Contract
27734,Pallavi,Data Analyst,09-01-2013,177520,Bengaluru,On Leave
27735,Swati,Business Analyst,13-10-2012,129578,San Francisco,Resigned
27736,Akash,HR Manager,03-11-2007,293797,Nagpur,Retired
27739,Anita,Business Analyst,29-03-2000,22588,Paris,Retired
27740,Rohan,Chief Financial Officer (CFO),20-01-2004,217466,Gurgaon,Retired
27741,Ritu,Operations Manager,19-09-2010,231104,Kolkata,Internship
27744,Pallavi,Content Writer,30-07-2004,172433,Singapore,Probation
27745,Maya,Technical Architect,08-10-2012,260672,Pune,Retired
27746,Meena,DevOps Engineer,22-04-2021,172894,New York,Freelance
27747,Sanjay,Business Analyst,16-08-2024,148219,Thiruvananthapuram,Full-Time
27748,Ajay,IT Support,07-12-2021,162145,Singapore,Retired
27750,Amit,Legal Advisor,29-05-2020,88323,Mumbai,Freelance
27751,Ravi,Project Coordinator,04-04-2018,249460,Delhi,On Leave
27752,Ravi,System Administrator,11-08-2006,88346,Coimbatore,On Leave
27755,Seema,Machine Learning Engineer,04-06-2012,185199,Ahmedabad,Part-Time
27756,Kavita,Recruiter,08-04-2003,277555,Toronto,Part-Time
27757,Ajay,Research Scientist,10-12-2018,94359,San Francisco,On Leave
27758,Komal,Research Scientist,19-03-2025,51865,Singapore,Part-Time
27760,Vikas,Recruiter,13-11-2025,292342,New York,Retired
27761,Amit,Cloud Engineer,19-04-2013,76094,Chandigarh,On Leave
27762,Kavita,Recruiter,27-11-2016,74739,Delhi,Freelance
27763,Komal,Business Analyst,09-07-2024,118324,Kolkata,Internship
27764,Maya,Chief Financial Officer (CFO),04-11-2016,247879,Chandigarh,Internship
27765,Meena,Chief Financial Officer (CFO),01-09-2000,266292,Indore,Contract
27766,Amit,IT Support,11-06-2014,174166,Paris,Freelance
27767,Sakshi,IT Support,14-07-2022,298193,Berlin,Contract
27768,Sunil,Chief Executive Officer (CEO),31-01-2013,225573,New York,On Leave
27769,Harsh,Chief Financial Officer (CFO),18-10-2023,138356,Bengaluru,Retired
27770,Rakesh,Intern,06-03-2014,67284,Chennai,Resigned
27771,Jyoti,Project Coordinator,26-07-2007,123786,Coimbatore,Freelance
27772,Sanjay,Team Lead,16-08-2025,269395,Chennai,Contract
27773,Divya,Financial Analyst,26-03-2000,163665,Dubai,Full-Time
27774,Rohan,Graphic Designer,02-04-2011,85931,Mumbai,Internship
27775,Nitin,Research Scientist,19-12-2024,154566,Delhi,On Leave
27776,Farhan,Content Writer,28-10-2005,196174,London,Full-Time
27778,Sonali,Research Scientist,25-09-2014,115014,Jaipur,Freelance
27779,Ritu,Technical Architect,30-03-2000,176833,San Francisco,Probation
27782,Chirag,Software Engineer,12-01-2024,150589,Mumbai,On Leave
27783,Pankaj,Customer Support Specialist,19-12-2013,34049,Noida,Retired
27784,Vikas,Quality Assurance Engineer,21-10-2020,254145,San Francisco,Part-Time
27785,Pallavi,Operations Manager,18-08-2005,236895,Jaipur,Internship
27786,Nisha,Team Lead,25-06-2016,154515,Indore,Full-Time
27787,Alok,Research Scientist,01-12-2004,201680,San Francisco,Retired
27788,Arjun,Chief Executive Officer (CEO),01-08-2023,26929,Jaipur,Probation
27789,Lokesh,Content Writer,12-06-2023,81477,Lucknow,Retired
27790,Seema,Software Engineer,02-03-2007,20707,New York,On Leave
27791,Amit,DevOps Engineer,20-06-2004,25060,Hyderabad,Internship
27793,Anjali,Content Writer,09-04-2019,107439,Nagpur,Retired
27794,Komal,Graphic Designer,24-11-2000,190936,Noida,Full-Time
27795,Ravi,Data Analyst,14-07-2007,128956,Paris,Freelance
27796,Karan,Project Coordinator,18-05-2022,289091,Ahmedabad,Internship
27797,Arjun,UI/UX Designer,12-04-2024,125676,Indore,Freelance
27798,Maya,Data Analyst,26-02-2016,180336,Bengaluru,Full-Time
27799,Swati,Product Manager,24-06-2013,233361,Toronto,Terminated
27800,Jyoti,IT Support,30-07-2025,125201,Berlin,Terminated
27801,Divya,Machine Learning Engineer,02-11-2010,67948,Indore,Resigned
27804,Ravi,Recruiter,05-08-2000,170799,Indore,Resigned
27805,Pooja,Operations Manager,05-08-2005,189110,Coimbatore,Part-Time
27806,Lokesh,Operations Manager,04-05-2001,49748,Jaipur,Freelance
27807,Tina,Graphic Designer,17-09-2007,171882,Tokyo,On Leave
27808,Sunil,DevOps Engineer,09-01-2019,213273,Pune,Internship
27810,Gaurav,Chief Executive Officer (CEO),01-04-2011,297008,Chennai,Terminated
27811,Komal,IT Support,20-04-2004,78415,Paris,Freelance
27812,Nisha,Content Writer,23-04-2001,280403,Singapore,Probation
27813,Shreya,Graphic Designer,24-05-2007,188595,Kolkata,Internship
